,Body_Type,Diet,Gender,Social_Activity,How_Often_Shower,Heating_Energy_Source,Transport,Vehicle_Type,Waste_Bag_Size,Frequency_Travelling_Air,New_Clothes_Monthly,Waste_Bag_Weekly,Monthly_Grocery_Bill,Daily_TV_PC_Hour,Vehicle_Monthly_Distance,Energy_Efficiency
6907,average,pescetarian,other,moderate,rarely,wood,bike,petrol,small,frequently,18.0,7.0,467.0,8.28,4937.0,5.7
6908,underweight,pescetarian,male,high,frequently,gas,bike,hybrid,small,frequently,4.0,2.0,584.0,4.15,531.0,7.52
6909,underweight,omnivore,female,low,rarely,solar,private,petrol,medium,never,17.0,5.0,77.0,3.2,895.0,6.24
6910,athletic,omnivore,other,moderate,twice a day,electricity,bike,electric,small,never,9.0,7.0,218.0,7.01,3492.0,1.2
6911,average,vegan,other,moderate,daily,gas,private,hybrid,medium,never,15.0,4.0,59.0,10.74,2139.0,1.19
6912,athletic,pescetarian,other,moderate,rarely,electricity,private,diesel,medium,rarely,17.0,1.0,156.0,8.61,2928.0,8.98
6913,underweight,vegetarian,other,low,daily,gas,private,hybrid,large,frequently,8.0,1.0,361.0,8.39,4038.0,2.93
6914,athletic,vegan,female,moderate,daily,electricity,public,diesel,medium,never,9.0,3.0,187.0,5.93,1755.0,7.15
6915,underweight,omnivore,other,low,twice a day,gas,walk,diesel,large,frequently,11.0,7.0,498.0,0.08,2489.0,1.28
6916,underweight,pescetarian,male,moderate,twice a day,electricity,hybrid,electric,extra large,rarely,4.0,2.0,553.0,10.54,3856.0,3.74
6917,athletic,omnivore,male,high,daily,electricity,bike,petrol,medium,never,14.0,5.0,78.0,2.89,850.0,3.92
6918,athletic,omnivore,male,moderate,daily,gas,hybrid,electric,extra large,frequently,6.0,7.0,479.0,5.69,4024.0,8.67
6919,overweight,pescetarian,female,moderate,frequently,gas,walk,electric,small,rarely,19.0,7.0,90.0,2.31,2788.0,8.24
6920,overweight,vegan,other,low,frequently,wood,private,hybrid,large,rarely,6.0,5.0,78.0,9.77,3526.0,8.49
6921,overweight,pescetarian,male,low,twice a day,electricity,private,petrol,extra large,never,2.0,2.0,99.0,0.4,4247.0,9.48
6922,underweight,vegan,male,low,rarely,gas,private,petrol,small,rarely,2.0,3.0,546.0,7.88,2669.0,4.35
6923,athletic,omnivore,male,high,daily,solar,private,petrol,medium,rarely,6.0,1.0,69.0,0.58,2082.0,2.96
6924,average,pescetarian,other,high,rarely,solar,bike,petrol,large,never,0.0,5.0,57.0,11.02,2905.0,7.63
6925,underweight,vegetarian,male,low,daily,wood,walk,hybrid,medium,frequently,17.0,2.0,149.0,0.66,3410.0,1.75
6926,average,vegan,other,high,twice a day,solar,walk,hybrid,extra large,rarely,0.0,3.0,349.0,10.68,2583.0,9.8
6927,athletic,vegetarian,other,low,rarely,gas,walk,electric,medium,frequently,5.0,1.0,118.0,3.03,4459.0,7.71
6928,underweight,vegan,other,high,twice a day,electricity,hybrid,electric,small,frequently,19.0,2.0,483.0,7.84,788.0,3.57
6929,average,pescetarian,female,low,daily,gas,private,petrol,extra large,frequently,6.0,3.0,164.0,7.64,3559.0,8.12
6930,average,vegetarian,female,low,twice a day,solar,public,electric,large,never,11.0,4.0,430.0,10.22,2437.0,9.2
6931,overweight,pescetarian,other,high,rarely,solar,walk,hybrid,small,rarely,2.0,7.0,434.0,4.83,2563.0,2.37
6932,overweight,vegan,other,moderate,frequently,gas,hybrid,electric,small,never,1.0,7.0,581.0,6.35,4445.0,6.95
6933,overweight,vegan,female,low,twice a day,wood,bike,diesel,large,frequently,14.0,7.0,334.0,4.62,3416.0,2.29
6934,underweight,vegan,female,low,rarely,gas,private,electric,small,rarely,19.0,7.0,550.0,7.87,1030.0,6.12
6935,athletic,vegan,other,moderate,twice a day,wood,hybrid,hybrid,extra large,frequently,3.0,2.0,302.0,3.73,3083.0,2.64
6936,athletic,omnivore,female,low,twice a day,solar,public,petrol,medium,frequently,19.0,5.0,323.0,7.68,560.0,5.59
6937,overweight,vegan,male,low,frequently,electricity,public,diesel,large,never,18.0,2.0,422.0,9.04,3889.0,5.49
6938,overweight,vegetarian,other,high,rarely,electricity,bike,diesel,large,never,10.0,1.0,515.0,1.56,2087.0,3.69
6939,overweight,vegan,other,moderate,rarely,gas,walk,diesel,extra large,rarely,19.0,2.0,490.0,4.56,2503.0,1.49
6940,average,pescetarian,female,low,rarely,wood,walk,electric,extra large,rarely,4.0,7.0,141.0,0.42,3046.0,8.09
6941,overweight,omnivore,male,low,daily,solar,hybrid,electric,large,frequently,19.0,6.0,203.0,1.09,2918.0,5.28
6942,average,vegetarian,female,moderate,twice a day,electricity,hybrid,diesel,large,frequently,11.0,1.0,316.0,0.57,3347.0,7.11
6943,athletic,omnivore,male,moderate,frequently,gas,walk,diesel,large,frequently,15.0,3.0,582.0,8.47,4574.0,8.86
6944,underweight,omnivore,male,high,rarely,gas,walk,petrol,large,never,9.0,4.0,246.0,11.76,3352.0,3.3
6945,underweight,omnivore,other,high,frequently,solar,hybrid,petrol,extra large,rarely,5.0,1.0,208.0,7.34,3563.0,6.21
6946,underweight,pescetarian,male,high,daily,solar,private,diesel,medium,never,11.0,7.0,158.0,4.07,2322.0,8.38
6947,underweight,omnivore,other,low,daily,gas,public,petrol,large,never,6.0,3.0,241.0,9.27,3744.0,9.4
6948,average,omnivore,male,moderate,frequently,gas,public,hybrid,small,frequently,9.0,3.0,287.0,6.1,1751.0,1.62
6949,average,vegan,other,high,rarely,gas,bike,electric,small,frequently,15.0,4.0,432.0,1.66,2686.0,2.34
6950,overweight,pescetarian,male,moderate,frequently,wood,public,petrol,small,frequently,2.0,5.0,459.0,10.76,2089.0,2.1
6951,average,vegetarian,female,low,rarely,solar,hybrid,hybrid,extra large,never,15.0,5.0,97.0,1.51,1517.0,1.96
6952,overweight,vegetarian,male,low,rarely,gas,private,electric,large,frequently,11.0,2.0,485.0,11.72,1663.0,9.29
6953,overweight,vegetarian,female,moderate,daily,solar,hybrid,petrol,extra large,never,7.0,5.0,389.0,4.34,2327.0,6.76
6954,underweight,pescetarian,male,moderate,frequently,gas,walk,electric,small,never,4.0,2.0,127.0,8.72,229.0,8.88
6955,average,vegetarian,male,high,daily,gas,walk,hybrid,medium,never,16.0,1.0,182.0,11.51,2788.0,4.87
6956,average,pescetarian,other,moderate,twice a day,gas,public,hybrid,small,rarely,19.0,7.0,445.0,7.12,168.0,9.03
6957,overweight,vegan,male,high,daily,solar,private,electric,large,never,19.0,6.0,574.0,11.71,3179.0,6.73
6958,overweight,vegan,male,moderate,rarely,gas,bike,diesel,medium,frequently,13.0,6.0,289.0,2.15,1111.0,8.18
6959,athletic,pescetarian,male,moderate,frequently,gas,hybrid,petrol,medium,frequently,8.0,6.0,396.0,0.68,1011.0,6.2
6960,athletic,vegetarian,female,moderate,twice a day,solar,bike,diesel,medium,rarely,18.0,6.0,524.0,7.73,4783.0,3.69
6961,overweight,pescetarian,other,low,twice a day,gas,bike,hybrid,small,frequently,11.0,1.0,577.0,1.25,567.0,6.08
6962,athletic,pescetarian,other,low,twice a day,electricity,bike,electric,extra large,frequently,10.0,2.0,484.0,6.07,753.0,7.54
6963,athletic,omnivore,male,low,twice a day,electricity,bike,petrol,small,frequently,0.0,7.0,446.0,9.33,2529.0,7.02
6964,overweight,pescetarian,male,high,frequently,gas,hybrid,petrol,large,rarely,10.0,4.0,347.0,9.91,1166.0,5.19
6965,overweight,omnivore,female,high,rarely,wood,walk,diesel,medium,never,7.0,4.0,248.0,6.76,357.0,1.19
6966,average,vegan,male,low,twice a day,solar,hybrid,petrol,extra large,rarely,19.0,5.0,287.0,5.58,4809.0,6.21
6967,overweight,omnivore,other,low,rarely,gas,walk,petrol,extra large,rarely,3.0,7.0,230.0,1.1,2985.0,9.33
6968,overweight,pescetarian,other,moderate,daily,solar,walk,petrol,large,frequently,3.0,1.0,50.0,8.16,1576.0,9.33
6969,underweight,vegan,female,moderate,rarely,wood,hybrid,hybrid,large,frequently,10.0,1.0,401.0,8.95,3343.0,8.74
6970,average,omnivore,female,high,twice a day,wood,hybrid,diesel,large,rarely,18.0,6.0,570.0,4.68,3613.0,6.57
6971,average,pescetarian,other,high,daily,solar,hybrid,hybrid,medium,never,3.0,4.0,316.0,6.46,1013.0,5.58
6972,average,vegan,female,moderate,daily,wood,walk,electric,medium,rarely,5.0,7.0,456.0,3.04,2236.0,1.21
6973,underweight,omnivore,male,high,daily,wood,hybrid,electric,large,never,8.0,3.0,168.0,4.66,384.0,4.15
6974,overweight,pescetarian,male,low,twice a day,solar,private,diesel,medium,frequently,10.0,4.0,310.0,7.13,4375.0,8.68
6975,average,pescetarian,female,moderate,rarely,wood,public,electric,small,rarely,11.0,4.0,591.0,9.1,3488.0,2.43
6976,average,vegetarian,other,moderate,frequently,electricity,public,hybrid,extra large,never,17.0,3.0,373.0,0.72,983.0,8.26
6977,athletic,vegetarian,female,high,rarely,gas,private,hybrid,medium,rarely,19.0,5.0,222.0,5.93,3504.0,3.44
6978,average,omnivore,other,moderate,twice a day,electricity,public,hybrid,extra large,rarely,8.0,2.0,407.0,0.85,4888.0,5.93
6979,overweight,omnivore,female,moderate,twice a day,electricity,walk,hybrid,small,frequently,14.0,5.0,538.0,10.81,4820.0,3.63
6980,overweight,omnivore,female,low,daily,gas,hybrid,diesel,medium,never,16.0,6.0,104.0,7.69,2224.0,3.46
6981,athletic,pescetarian,female,moderate,rarely,electricity,hybrid,petrol,large,never,8.0,3.0,241.0,5.76,3319.0,8.85
6982,average,omnivore,male,moderate,twice a day,gas,hybrid,electric,large,never,12.0,7.0,582.0,0.5,2077.0,7.22
6983,average,pescetarian,male,moderate,twice a day,gas,private,diesel,small,never,1.0,7.0,156.0,6.34,3951.0,2.94
6984,average,omnivore,other,moderate,frequently,solar,private,petrol,small,never,16.0,3.0,491.0,7.55,436.0,5.3
6985,underweight,pescetarian,female,low,rarely,gas,walk,diesel,medium,frequently,17.0,5.0,129.0,5.05,565.0,5.61
6986,average,pescetarian,male,moderate,daily,gas,private,electric,small,rarely,5.0,6.0,278.0,3.48,3534.0,7.57
6987,overweight,vegetarian,female,low,daily,wood,hybrid,diesel,extra large,frequently,1.0,7.0,252.0,11.5,1135.0,7.12
6988,overweight,vegan,other,low,daily,wood,walk,electric,large,rarely,0.0,6.0,485.0,2.48,2704.0,7.06
6989,underweight,pescetarian,male,low,rarely,electricity,walk,diesel,medium,never,4.0,2.0,463.0,11.64,816.0,4.43
6990,underweight,omnivore,other,high,twice a day,gas,hybrid,diesel,small,frequently,13.0,5.0,255.0,0.15,4079.0,3.08
6991,average,vegetarian,male,high,twice a day,gas,bike,hybrid,extra large,rarely,17.0,1.0,558.0,6.24,924.0,5.52
6992,athletic,omnivore,female,moderate,frequently,solar,hybrid,diesel,large,rarely,3.0,1.0,98.0,4.19,225.0,7.79
6993,underweight,omnivore,other,low,frequently,gas,walk,diesel,large,rarely,13.0,1.0,210.0,3.34,743.0,9.08
6994,underweight,pescetarian,male,high,twice a day,solar,bike,petrol,medium,never,14.0,2.0,188.0,4.23,4151.0,7.6
6995,average,pescetarian,male,moderate,twice a day,gas,hybrid,hybrid,medium,frequently,7.0,7.0,370.0,7.39,4380.0,4.56
6996,average,vegan,female,high,rarely,wood,hybrid,electric,medium,rarely,1.0,7.0,554.0,4.94,3949.0,9.61
6997,underweight,pescetarian,other,low,frequently,wood,bike,hybrid,medium,never,16.0,2.0,331.0,2.15,1428.0,8.8
6998,athletic,pescetarian,other,moderate,daily,wood,bike,diesel,small,frequently,16.0,3.0,410.0,7.51,658.0,9.14
6999,underweight,vegan,other,low,daily,electricity,public,electric,medium,rarely,19.0,4.0,251.0,11.39,2861.0,3.55
7000,average,omnivore,female,low,daily,gas,bike,diesel,small,never,5.0,2.0,61.0,11.75,3018.0,9.85
7001,average,vegan,male,high,daily,wood,private,hybrid,extra large,rarely,5.0,6.0,294.0,9.86,3583.0,3.43
7002,underweight,vegan,male,moderate,twice a day,solar,bike,hybrid,extra large,never,18.0,4.0,301.0,2.16,111.0,2.47
7003,athletic,vegan,other,moderate,twice a day,wood,walk,diesel,large,frequently,0.0,7.0,424.0,2.41,2851.0,2.91
7004,underweight,vegetarian,male,moderate,rarely,gas,bike,diesel,extra large,rarely,5.0,1.0,533.0,0.13,2064.0,6.84
7005,underweight,omnivore,other,high,daily,wood,hybrid,diesel,extra large,never,4.0,1.0,135.0,9.61,4131.0,4.61
7006,average,vegetarian,female,moderate,twice a day,gas,private,petrol,medium,never,3.0,4.0,149.0,2.04,165.0,2.45
7007,athletic,vegetarian,female,high,twice a day,gas,bike,hybrid,medium,never,12.0,7.0,285.0,11.42,2098.0,7.73
7008,overweight,pescetarian,female,moderate,twice a day,wood,private,petrol,medium,frequently,19.0,5.0,205.0,5.42,690.0,2.26
7009,athletic,vegan,other,high,daily,solar,public,hybrid,extra large,never,16.0,3.0,239.0,0.55,320.0,1.65
7010,underweight,vegan,male,moderate,twice a day,electricity,private,hybrid,medium,rarely,12.0,3.0,260.0,7.72,4494.0,8.72
7011,underweight,vegetarian,female,high,frequently,gas,hybrid,electric,medium,frequently,15.0,7.0,551.0,1.33,1028.0,5.88
7012,underweight,pescetarian,other,low,daily,electricity,public,electric,medium,rarely,12.0,5.0,427.0,7.88,1984.0,6.74
7013,athletic,pescetarian,other,low,daily,wood,bike,hybrid,medium,never,0.0,6.0,586.0,8.19,1630.0,9.99
7014,average,pescetarian,female,low,frequently,gas,private,electric,small,never,9.0,4.0,520.0,0.6,1032.0,9.6
7015,underweight,omnivore,female,moderate,rarely,gas,public,hybrid,medium,rarely,17.0,4.0,90.0,10.53,3572.0,4.74
7016,underweight,vegetarian,female,high,rarely,wood,bike,hybrid,extra large,rarely,16.0,2.0,530.0,4.64,3342.0,5.44
7017,athletic,omnivore,male,low,daily,electricity,bike,diesel,medium,frequently,16.0,1.0,289.0,3.87,3997.0,1.54
7018,overweight,pescetarian,male,moderate,daily,solar,private,electric,medium,never,9.0,1.0,495.0,7.87,1388.0,5.4
7019,overweight,pescetarian,other,high,daily,wood,private,petrol,small,frequently,19.0,4.0,168.0,11.23,2424.0,3.52
7020,average,pescetarian,female,low,frequently,wood,public,petrol,medium,never,1.0,2.0,410.0,11.64,2468.0,7.81
7021,average,vegan,female,low,twice a day,solar,private,electric,medium,rarely,9.0,6.0,117.0,9.98,3106.0,4.26
7022,underweight,vegetarian,male,moderate,frequently,solar,bike,hybrid,large,frequently,19.0,6.0,470.0,9.23,172.0,1.12
7023,athletic,vegan,female,high,twice a day,solar,hybrid,petrol,medium,never,5.0,2.0,175.0,6.54,3582.0,7.4
7024,underweight,omnivore,other,moderate,twice a day,solar,public,electric,extra large,rarely,2.0,3.0,373.0,6.47,305.0,2.85
7025,average,vegan,female,low,rarely,wood,hybrid,petrol,large,frequently,9.0,3.0,81.0,7.33,2695.0,3.47
7026,athletic,vegetarian,male,moderate,frequently,solar,hybrid,diesel,large,frequently,18.0,4.0,524.0,11.8,3614.0,1.7
7027,athletic,vegan,other,moderate,frequently,electricity,bike,hybrid,extra large,frequently,16.0,6.0,395.0,0.4,2498.0,8.02
7028,average,pescetarian,other,low,daily,solar,hybrid,diesel,extra large,rarely,11.0,3.0,240.0,5.66,4625.0,3.21
7029,overweight,omnivore,female,low,frequently,gas,walk,petrol,medium,frequently,11.0,2.0,173.0,2.54,1606.0,7.87
7030,overweight,omnivore,other,high,twice a day,gas,public,hybrid,medium,never,5.0,5.0,505.0,7.28,1921.0,1.22
7031,athletic,pescetarian,female,high,twice a day,solar,bike,hybrid,medium,rarely,11.0,7.0,335.0,7.01,372.0,6.8
7032,underweight,pescetarian,female,low,frequently,wood,private,hybrid,large,frequently,19.0,7.0,254.0,11.22,460.0,2.08
7033,overweight,pescetarian,male,low,rarely,wood,bike,electric,extra large,rarely,5.0,1.0,529.0,4.17,4503.0,4.8
7034,underweight,vegetarian,other,high,rarely,electricity,private,electric,small,never,2.0,4.0,294.0,9.33,3602.0,3.79
7035,overweight,vegan,female,moderate,daily,wood,bike,hybrid,small,frequently,2.0,6.0,230.0,8.7,2495.0,8.02
7036,overweight,omnivore,female,low,daily,electricity,walk,hybrid,medium,rarely,8.0,3.0,334.0,5.27,2747.0,8.14
7037,underweight,vegan,female,low,twice a day,electricity,public,hybrid,extra large,rarely,0.0,7.0,520.0,6.32,3526.0,8.67
7038,average,pescetarian,other,moderate,frequently,electricity,hybrid,diesel,medium,never,3.0,3.0,205.0,5.54,703.0,1.14
7039,overweight,pescetarian,other,high,twice a day,solar,bike,diesel,large,never,11.0,2.0,429.0,11.22,3569.0,8.65
7040,overweight,vegan,other,high,twice a day,wood,public,petrol,large,rarely,4.0,3.0,251.0,1.35,4743.0,3.18
7041,underweight,omnivore,female,moderate,frequently,gas,public,hybrid,small,frequently,17.0,1.0,226.0,7.1,262.0,8.52
7042,average,vegetarian,other,low,twice a day,electricity,public,hybrid,extra large,frequently,15.0,4.0,553.0,4.6,1769.0,8.53
7043,overweight,vegan,female,moderate,twice a day,gas,public,diesel,extra large,rarely,9.0,3.0,303.0,1.14,2081.0,3.01
7044,overweight,pescetarian,other,low,rarely,electricity,public,petrol,large,never,11.0,5.0,139.0,2.93,4769.0,3.21
7045,average,pescetarian,other,high,daily,wood,hybrid,petrol,extra large,frequently,10.0,5.0,469.0,7.36,2697.0,2.46
7046,overweight,vegetarian,female,low,rarely,solar,hybrid,hybrid,small,frequently,18.0,6.0,332.0,8.98,4920.0,2.61
7047,average,vegan,other,low,daily,electricity,bike,electric,medium,never,4.0,6.0,490.0,6.14,3903.0,9.59
7048,average,vegetarian,female,low,daily,electricity,private,petrol,extra large,never,2.0,7.0,159.0,6.09,3436.0,4.46
7049,underweight,vegetarian,other,low,daily,gas,bike,petrol,extra large,never,18.0,4.0,463.0,7.73,4208.0,1.36
7050,athletic,omnivore,other,low,rarely,solar,public,hybrid,small,rarely,5.0,5.0,552.0,1.78,3410.0,3.96
7051,average,omnivore,other,high,frequently,wood,private,hybrid,small,rarely,16.0,5.0,476.0,2.15,3706.0,1.44
7052,underweight,pescetarian,other,moderate,twice a day,electricity,bike,hybrid,medium,rarely,12.0,6.0,137.0,11.51,4752.0,9.83
7053,athletic,vegan,male,high,frequently,wood,private,diesel,small,never,6.0,7.0,154.0,11.55,2963.0,6.99
7054,overweight,omnivore,female,low,frequently,solar,hybrid,hybrid,large,rarely,18.0,3.0,571.0,9.31,696.0,5.61
7055,athletic,pescetarian,male,moderate,daily,gas,public,electric,large,never,18.0,5.0,118.0,9.49,1184.0,2.01
7056,average,vegan,other,low,daily,solar,private,electric,medium,rarely,11.0,7.0,442.0,1.12,2630.0,3.4
7057,average,pescetarian,other,high,rarely,solar,walk,petrol,medium,rarely,10.0,3.0,334.0,4.45,3855.0,7.94
7058,average,omnivore,female,high,rarely,solar,public,diesel,extra large,frequently,16.0,1.0,563.0,5.45,558.0,9.12
7059,average,pescetarian,female,low,twice a day,solar,hybrid,petrol,large,never,16.0,2.0,387.0,1.72,140.0,8.38
7060,average,vegan,female,low,frequently,wood,hybrid,diesel,large,frequently,17.0,7.0,63.0,0.29,2701.0,7.02
7061,underweight,vegan,female,moderate,frequently,wood,bike,hybrid,large,never,14.0,6.0,104.0,2.66,919.0,5.89
7062,average,pescetarian,other,moderate,twice a day,gas,walk,petrol,large,rarely,5.0,3.0,590.0,11.6,3224.0,5.18
7063,underweight,vegan,female,low,daily,electricity,private,electric,small,rarely,7.0,2.0,310.0,11.12,3220.0,2.42
7064,overweight,pescetarian,male,moderate,rarely,electricity,bike,diesel,large,rarely,10.0,3.0,425.0,2.8,289.0,2.06
7065,average,vegan,female,low,twice a day,solar,hybrid,petrol,medium,never,12.0,7.0,246.0,11.28,3095.0,8.27
7066,average,pescetarian,female,low,frequently,solar,private,electric,extra large,never,16.0,3.0,200.0,4.09,2956.0,8.11
7067,athletic,pescetarian,male,low,twice a day,wood,hybrid,electric,extra large,rarely,16.0,7.0,301.0,9.08,3062.0,1.16
7068,overweight,pescetarian,male,high,twice a day,electricity,hybrid,hybrid,medium,frequently,17.0,4.0,547.0,4.53,2013.0,5.68
7069,average,vegetarian,male,low,frequently,gas,walk,diesel,large,rarely,15.0,3.0,455.0,0.57,2010.0,2.36
7070,average,vegan,male,low,frequently,solar,public,petrol,small,rarely,15.0,5.0,189.0,11.59,418.0,7.9
7071,overweight,omnivore,female,low,rarely,wood,private,electric,large,rarely,3.0,7.0,62.0,3.26,4679.0,2.65
7072,underweight,pescetarian,male,moderate,rarely,solar,walk,diesel,large,rarely,16.0,5.0,175.0,0.64,4762.0,5.61
7073,average,vegetarian,other,low,frequently,solar,hybrid,hybrid,medium,frequently,7.0,3.0,201.0,11.92,3196.0,7.06
7074,athletic,omnivore,female,high,rarely,wood,hybrid,diesel,extra large,frequently,19.0,6.0,269.0,7.69,2976.0,4.51
7075,average,pescetarian,other,high,rarely,electricity,walk,diesel,extra large,frequently,6.0,6.0,396.0,5.35,352.0,7.04
7076,athletic,omnivore,female,low,rarely,electricity,private,petrol,extra large,never,7.0,6.0,64.0,9.9,104.0,9.23
7077,athletic,vegetarian,female,low,frequently,solar,hybrid,diesel,medium,rarely,0.0,1.0,364.0,8.63,3495.0,7.48
7078,average,omnivore,other,low,daily,electricity,private,hybrid,small,never,1.0,5.0,525.0,5.13,2792.0,3.9
7079,average,pescetarian,male,high,daily,wood,walk,electric,small,rarely,12.0,2.0,576.0,1.78,3924.0,4.17
7080,athletic,omnivore,male,moderate,rarely,electricity,hybrid,petrol,extra large,frequently,1.0,1.0,149.0,7.96,499.0,4.01
7081,overweight,omnivore,other,moderate,daily,solar,bike,electric,extra large,rarely,4.0,2.0,451.0,10.66,958.0,5.32
7082,overweight,pescetarian,male,low,rarely,solar,bike,diesel,small,frequently,4.0,7.0,134.0,6.19,2799.0,1.81
7083,average,vegetarian,female,moderate,daily,wood,hybrid,hybrid,medium,rarely,5.0,3.0,264.0,6.71,4316.0,1.18
7084,underweight,vegetarian,female,high,daily,solar,public,electric,small,rarely,17.0,3.0,241.0,10.15,2597.0,3.79
7085,overweight,omnivore,female,low,twice a day,electricity,hybrid,hybrid,large,frequently,15.0,3.0,269.0,11.34,2603.0,8.35
7086,average,vegan,male,moderate,rarely,wood,hybrid,diesel,large,rarely,16.0,5.0,388.0,6.51,3086.0,8.82
7087,overweight,omnivore,male,low,daily,solar,hybrid,diesel,medium,frequently,8.0,6.0,62.0,0.55,325.0,7.73
7088,underweight,vegan,other,low,daily,wood,walk,electric,extra large,frequently,7.0,1.0,542.0,1.83,3280.0,2.66
7089,average,omnivore,female,high,twice a day,wood,hybrid,petrol,large,rarely,7.0,2.0,594.0,11.4,3324.0,5.44
7090,underweight,vegetarian,other,high,daily,electricity,hybrid,hybrid,small,frequently,1.0,7.0,160.0,10.0,4369.0,5.57
7091,average,omnivore,male,moderate,twice a day,electricity,walk,hybrid,large,never,8.0,4.0,92.0,7.62,1875.0,2.73
7092,underweight,omnivore,other,high,daily,gas,hybrid,hybrid,small,never,5.0,6.0,494.0,5.63,1027.0,4.3
7093,overweight,vegan,male,low,twice a day,wood,bike,diesel,small,rarely,18.0,1.0,143.0,4.93,512.0,3.65
7094,overweight,vegetarian,female,high,twice a day,electricity,bike,diesel,small,frequently,0.0,2.0,396.0,0.53,3731.0,3.28
7095,underweight,vegan,female,moderate,frequently,solar,hybrid,electric,large,never,18.0,7.0,364.0,10.43,3766.0,4.66
7096,underweight,omnivore,male,moderate,rarely,gas,walk,electric,medium,never,0.0,4.0,177.0,4.48,3496.0,3.86
7097,underweight,pescetarian,male,moderate,frequently,gas,hybrid,diesel,small,frequently,12.0,1.0,453.0,6.23,3526.0,9.36
7098,average,omnivore,male,high,rarely,solar,hybrid,petrol,large,never,6.0,1.0,167.0,6.46,3160.0,6.67
7099,overweight,omnivore,female,high,daily,electricity,private,hybrid,extra large,never,12.0,6.0,304.0,10.06,3650.0,6.23
7100,average,vegan,male,high,rarely,wood,public,hybrid,medium,rarely,17.0,3.0,454.0,2.36,3889.0,4.76
7101,overweight,pescetarian,female,high,frequently,gas,walk,diesel,large,rarely,1.0,6.0,95.0,5.7,2645.0,5.09
7102,athletic,pescetarian,other,high,rarely,solar,public,petrol,medium,frequently,2.0,1.0,550.0,11.47,3147.0,5.06
7103,average,vegan,female,moderate,frequently,solar,private,petrol,large,frequently,5.0,6.0,304.0,8.52,1507.0,1.16
7104,overweight,vegetarian,other,moderate,rarely,solar,public,petrol,small,never,12.0,6.0,546.0,4.79,509.0,9.62
7105,overweight,pescetarian,female,high,daily,solar,hybrid,petrol,extra large,rarely,19.0,7.0,171.0,7.59,3131.0,7.44
7106,average,pescetarian,female,low,daily,gas,bike,petrol,large,frequently,8.0,6.0,519.0,7.06,226.0,5.93
7107,average,vegan,male,moderate,rarely,wood,walk,electric,medium,never,2.0,7.0,411.0,6.54,415.0,3.13
7108,overweight,vegetarian,female,low,rarely,electricity,walk,diesel,extra large,rarely,14.0,2.0,251.0,6.42,1248.0,1.04
7109,average,vegetarian,male,low,daily,solar,hybrid,diesel,extra large,frequently,3.0,3.0,50.0,8.62,2348.0,3.51
7110,underweight,omnivore,male,moderate,rarely,solar,public,diesel,extra large,rarely,16.0,1.0,389.0,10.58,3538.0,8.04
7111,average,omnivore,male,low,twice a day,wood,walk,hybrid,small,never,16.0,7.0,459.0,4.93,4519.0,9.74
7112,average,vegan,female,low,daily,wood,private,petrol,small,never,12.0,3.0,128.0,11.7,955.0,7.84
7113,average,vegetarian,male,moderate,daily,electricity,private,petrol,large,never,10.0,4.0,176.0,4.84,1986.0,4.88
7114,overweight,vegan,other,moderate,frequently,gas,public,hybrid,small,rarely,7.0,2.0,143.0,8.12,4303.0,8.63
7115,underweight,omnivore,other,high,frequently,wood,private,petrol,extra large,frequently,2.0,4.0,176.0,3.24,1378.0,9.96
7116,athletic,vegan,female,moderate,twice a day,gas,bike,petrol,medium,frequently,17.0,2.0,179.0,8.97,3156.0,3.77
7117,athletic,vegan,male,low,rarely,gas,hybrid,petrol,extra large,never,0.0,5.0,140.0,4.66,1132.0,4.69
7118,underweight,pescetarian,other,moderate,twice a day,solar,walk,petrol,extra large,never,7.0,4.0,425.0,4.59,1652.0,4.89
7119,underweight,pescetarian,female,high,rarely,gas,hybrid,petrol,small,never,8.0,7.0,70.0,2.42,1629.0,4.45
7120,underweight,pescetarian,female,moderate,frequently,solar,public,electric,medium,never,16.0,5.0,104.0,0.84,150.0,6.79
7121,overweight,omnivore,female,low,rarely,solar,hybrid,diesel,extra large,rarely,7.0,6.0,86.0,4.19,944.0,8.85
7122,athletic,vegan,female,moderate,frequently,electricity,walk,electric,medium,never,10.0,3.0,135.0,7.2,623.0,8.79
7123,underweight,pescetarian,female,low,daily,gas,walk,petrol,medium,never,0.0,4.0,344.0,0.55,982.0,1.93
7124,overweight,pescetarian,male,moderate,daily,wood,public,diesel,extra large,frequently,1.0,1.0,327.0,2.29,2241.0,1.26
7125,athletic,pescetarian,male,high,rarely,wood,walk,diesel,small,rarely,14.0,6.0,459.0,2.94,3112.0,4.92
7126,average,omnivore,male,high,frequently,wood,private,diesel,small,never,16.0,2.0,150.0,2.25,1864.0,2.29
7127,overweight,omnivore,male,moderate,twice a day,electricity,hybrid,diesel,large,rarely,14.0,1.0,471.0,1.24,3056.0,1.63
7128,athletic,vegan,female,low,frequently,solar,bike,hybrid,extra large,never,17.0,7.0,155.0,2.19,1114.0,1.97
7129,overweight,vegan,female,high,frequently,solar,bike,diesel,extra large,rarely,11.0,1.0,370.0,11.23,880.0,6.71
7130,athletic,vegan,other,low,frequently,wood,bike,hybrid,medium,never,13.0,6.0,452.0,9.4,255.0,4.15
